date,PMI,VIX_Open,VIX_High,VIX_Low,VIX_Close,SPX_Open,SPX_High,SPX_Low,SPX_Close
9/1/1962,50,NaN,NaN,NaN,NaN,59.119999,59.540001,55.529999,56.27
10/1/1962,51.2,NaN,NaN,NaN,NaN,56.27,57.830002,52.549999,56.52
11/1/1962,53.8,NaN,NaN,NaN,NaN,56.52,62.779999,55.900002,62.259998
12/1/1962,57.2,NaN,NaN,NaN,NaN,62.259998,63.5,61.279999,63.099998
1/1/1963,55.2,NaN,NaN,NaN,NaN,63.099998,66.589996,62.32,66.199997
2/1/1963,55.1,NaN,NaN,NaN,NaN,66.309998,66.959999,64.080002,64.290001
3/1/1963,54.7,NaN,NaN,NaN,NaN,64.290001,67.010002,63.799999,66.57
4/1/1963,57.6,NaN,NaN,NaN,NaN,66.57,70.18,66.230003,69.800003
5/1/1963,59.8,NaN,NaN,NaN,NaN,69.800003,71.139999,69.029999,70.800003
6/1/1963,58.2,NaN,NaN,NaN,NaN,70.800003,71.239998,68.779999,69.370003
7/1/1963,55.5,NaN,NaN,NaN,NaN,69.370003,70.480003,67.540001,69.129997
8/1/1963,55.1,NaN,NaN,NaN,NaN,69.129997,72.709999,68.639999,72.5
9/1/1963,56.9,NaN,NaN,NaN,NaN,72.5,73.870003,71.279999,71.699997
10/1/1963,57.7,NaN,NaN,NaN,NaN,71.699997,75.18,71.57,74.010002
11/1/1963,57.5,NaN,NaN,NaN,NaN,74.010002,74.440002,69.480003,73.230003
12/1/1963,54,NaN,NaN,NaN,NaN,73.230003,75.360001,73.019997,75.019997
1/1/1964,57.1,NaN,NaN,NaN,NaN,75.019997,77.779999,74.82,77.040001
2/1/1964,57.9,NaN,NaN,NaN,NaN,77.040001,78.309998,76.360001,77.800003
3/1/1964,60.2,NaN,NaN,NaN,NaN,77.800003,79.889999,77.5,78.980003
4/1/1964,59.2,NaN,NaN,NaN,NaN,78.980003,81.199997,78.669998,79.459999
5/1/1964,58.7,NaN,NaN,NaN,NaN,79.459999,81.809998,79.459999,80.370003
6/1/1964,60.1,NaN,NaN,NaN,NaN,80.370003,82.099998,78.150002,81.690002
7/1/1964,62.9,NaN,NaN,NaN,NaN,81.690002,84.330002,81.459999,83.18
8/1/1964,63.3,NaN,NaN,NaN,NaN,83.18,83.489998,80.800003,81.830002
9/1/1964,63.3,NaN,NaN,NaN,NaN,81.830002,84.800003,81.57,84.18
10/1/1964,60.7,NaN,NaN,NaN,NaN,84.18,85.699997,83.650002,84.860001
11/1/1964,61.8,NaN,NaN,NaN,NaN,84.860001,86.800003,84.099998,84.419998
12/1/1964,62.4,NaN,NaN,NaN,NaN,84.419998,85.18,82.650002,84.75
1/1/1965,61,NaN,NaN,NaN,NaN,84.75,88.190002,83.769997,87.559998
2/1/1965,62.1,NaN,NaN,NaN,NaN,87.559998,88.059998,85.25,87.43
3/1/1965,64.9,NaN,NaN,NaN,NaN,87.43,87.93,85.650002,86.160004
4/1/1965,62,NaN,NaN,NaN,NaN,86.160004,89.639999,85.870003,89.110001
5/1/1965,61.3,NaN,NaN,NaN,NaN,89.110001,90.68,87.239998,88.419998
6/1/1965,58.7,NaN,NaN,NaN,NaN,88.419998,88.800003,80.730003,84.120003
7/1/1965,58.1,NaN,NaN,NaN,NaN,84.120003,86.470001,83.300003,85.25
8/1/1965,58.1,NaN,NaN,NaN,NaN,85.25,87.790001,84.800003,87.169998
9/1/1965,61,NaN,NaN,NaN,NaN,87.169998,91.129997,86.690002,89.959999
10/1/1965,58.6,NaN,NaN,NaN,NaN,89.959999,93.190002,89.300003,92.419998
11/1/1965,59.4,NaN,NaN,NaN,NaN,92.419998,93.300003,90.809998,91.610001
12/1/1965,62.8,NaN,NaN,NaN,NaN,91.610001,93.07,89.199997,92.43
1/1/1966,65.8,NaN,NaN,NaN,NaN,92.43,94.639999,91.629997,92.879997
2/1/1966,65.5,NaN,NaN,NaN,NaN,92.879997,94.720001,90.43,91.220001
3/1/1966,65.7,NaN,NaN,NaN,NaN,91.220001,91.650002,86.690002,89.230003
4/1/1966,64.2,NaN,NaN,NaN,NaN,89.230003,93.019997,88.959999,91.059998
5/1/1966,57.7,NaN,NaN,NaN,NaN,91.059998,91.75,83.18,86.129997
6/1/1966,59,NaN,NaN,NaN,NaN,86.129997,87.739998,83.75,84.739998
7/1/1966,60.3,NaN,NaN,NaN,NaN,84.739998,88.190002,83.050003,83.599998
8/1/1966,58.5,NaN,NaN,NaN,NaN,83.5,84.699997,73.910004,77.099998
9/1/1966,58.7,NaN,NaN,NaN,NaN,77.099998,80.809998,75.029999,76.559998
10/1/1966,57.2,NaN,NaN,NaN,NaN,76.559998,80.910004,72.279999,80.199997
11/1/1966,53.7,NaN,NaN,NaN,NaN,80.199997,83.010002,78.889999,80.449997
12/1/1966,52.4,NaN,NaN,NaN,NaN,80.449997,83.879997,79.489998,80.330002
1/1/1967,49.1,NaN,NaN,NaN,NaN,80.330002,88.169998,79.43,86.610001
2/1/1967,47.6,NaN,NaN,NaN,NaN,86.610001,89,85.610001,86.779999
3/1/1967,45.3,NaN,NaN,NaN,NaN,86.779999,91.720001,86.669998,90.199997
4/1/1967,42.8,NaN,NaN,NaN,NaN,90.199997,94.769997,87.860001,94.010002
5/1/1967,44.5,NaN,NaN,NaN,NaN,94.010002,95.25,88.709999,89.080002
6/1/1967,46.8,NaN,NaN,NaN,NaN,89.080002,93.279999,87.190002,90.639999
7/1/1967,49.5,NaN,NaN,NaN,NaN,90.639999,95.510002,90.120003,94.75
8/1/1967,52.2,NaN,NaN,NaN,NaN,94.75,96.669998,92.010002,93.639999
9/1/1967,54.9,NaN,NaN,NaN,NaN,93.639999,98.309998,93,96.709999
10/1/1967,54.1,NaN,NaN,NaN,NaN,96.709999,98.25,93.290001,93.300003
11/1/1967,54.2,NaN,NaN,NaN,NaN,93.300003,95.510002,90.089996,94
12/1/1967,55.6,NaN,NaN,NaN,NaN,94,96.900002,93.410004,96.470001
1/1/1968,56.6,NaN,NaN,NaN,NaN,96.470001,97.839996,91.269997,92.239998
2/1/1968,55,NaN,NaN,NaN,NaN,92.239998,93.440002,86.730003,89.360001
3/1/1968,53.8,NaN,NaN,NaN,NaN,89.360001,91.089996,86.989998,90.199997
4/1/1968,58,NaN,NaN,NaN,NaN,91.110001,98.610001,91.110001,97.459999
5/1/1968,55.3,NaN,NaN,NaN,NaN,97.459999,100.190002,95.800003,98.68
6/1/1968,53.5,NaN,NaN,NaN,NaN,98.720001,102.839996,98.720001,99.580002
7/1/1968,54.1,NaN,NaN,NaN,NaN,99.580002,103.669998,96.839996,97.739998
8/1/1968,52.7,NaN,NaN,NaN,NaN,97.739998,99.669998,95.790001,98.860001
9/1/1968,51.8,NaN,NaN,NaN,NaN,98.860001,103.629997,98.309998,102.669998
10/1/1968,55.8,NaN,NaN,NaN,NaN,102.669998,105.779999,101.800003,103.410004
11/1/1968,58.1,NaN,NaN,NaN,NaN,103.410004,109.089996,101.849998,108.370003
12/1/1968,56.1,NaN,NaN,NaN,NaN,108.370003,109.370003,102.980003,103.860001
1/1/1969,54.9,NaN,NaN,NaN,NaN,103.860001,104.870003,96.629997,103.010002
2/1/1969,57,NaN,NaN,NaN,NaN,103.010002,104.610001,97.360001,98.129997
3/1/1969,57.1,NaN,NaN,NaN,NaN,98.129997,102.349998,97.059998,101.510002
4/1/1969,55.2,NaN,NaN,NaN,NaN,101.510002,104.559998,99.080002,103.690002
5/1/1969,56.7,NaN,NaN,NaN,NaN,103.690002,106.739998,102.290001,103.459999
6/1/1969,55.5,NaN,NaN,NaN,NaN,103.459999,103.75,95.209999,97.709999
7/1/1969,53.1,NaN,NaN,NaN,NaN,97.709999,100.330002,88.040001,91.830002
8/1/1969,54.8,NaN,NaN,NaN,NaN,91.919998,96.43,91.480003,95.510002
9/1/1969,54.1,NaN,NaN,NaN,NaN,95.510002,96.620003,91.769997,93.120003
10/1/1969,54.6,NaN,NaN,NaN,NaN,93.120003,98.830002,91.660004,97.120003
11/1/1969,53.2,NaN,NaN,NaN,NaN,97.120003,99.230003,92.239998,93.809998
12/1/1969,52,NaN,NaN,NaN,NaN,93.809998,94.470001,88.620003,92.059998
1/1/1970,48.7,NaN,NaN,NaN,NaN,92.059998,94.25,84.419998,85.019997
2/1/1970,47.4,NaN,NaN,NaN,NaN,85.019997,90.330002,84.639999,89.5
3/1/1970,46.9,NaN,NaN,NaN,NaN,89.5,91.07,86.190002,89.629997
4/1/1970,45,NaN,NaN,NaN,NaN,89.629997,90.699997,79.309998,81.519997
5/1/1970,47.2,NaN,NaN,NaN,NaN,81.519997,82.32,68.610001,76.550003
6/1/1970,51.1,NaN,NaN,NaN,NaN,76.550003,79.959999,72.25,72.720001
7/1/1970,49.5,NaN,NaN,NaN,NaN,72.720001,79.029999,70.690002,78.050003
8/1/1970,47.3,NaN,NaN,NaN,NaN,78.050003,82.470001,74.129997,81.519997
9/1/1970,44.1,NaN,NaN,NaN,NaN,81.519997,84.989998,79.949997,84.300003
10/1/1970,42.4,NaN,NaN,NaN,NaN,84.300003,87.75,82.290001,83.25
11/1/1970,39.7,NaN,NaN,NaN,NaN,83.25,87.599998,82.230003,87.199997
12/1/1970,45.4,NaN,NaN,NaN,NaN,87.199997,92.989998,86.110001,92.150002
1/1/1971,47.9,NaN,NaN,NaN,NaN,92.150002,96.489998,90.639999,95.879997
2/1/1971,54.8,NaN,NaN,NaN,NaN,95.879997,99.589996,94.919998,96.75
3/1/1971,51.2,NaN,NaN,NaN,NaN,96.75,102.029999,96.110001,100.309998
4/1/1971,54.5,NaN,NaN,NaN,NaN,100.309998,105.599998,99.629997,103.949997
5/1/1971,54.2,NaN,NaN,NaN,NaN,103.949997,104.419998,98.68,99.629997
6/1/1971,53.8,NaN,NaN,NaN,NaN,99.629997,102.07,96.919998,98.699997
7/1/1971,54.4,NaN,NaN,NaN,NaN,99.160004,101.519997,95.080002,95.580002
8/1/1971,53.6,NaN,NaN,NaN,NaN,95.580002,101.510002,92.809998,99.029999
9/1/1971,55.1,NaN,NaN,NaN,NaN,99.029999,102.25,96.970001,98.339996
10/1/1971,55,NaN,NaN,NaN,NaN,98.339996,100.959999,92.959999,94.230003
11/1/1971,52.3,NaN,NaN,NaN,NaN,94.230003,96.080002,89.339996,93.989998
12/1/1971,57.6,NaN,NaN,NaN,NaN,93.989998,102.209999,93.949997,102.089996
1/1/1972,59.6,NaN,NaN,NaN,NaN,102.089996,105,100.870003,103.940002
2/1/1972,60.6,NaN,NaN,NaN,NaN,103.940002,107.160004,103.099998,106.57
3/1/1972,59.8,NaN,NaN,NaN,NaN,106.57,109.75,105.860001,107.199997
4/1/1972,59.3,NaN,NaN,NaN,NaN,107.199997,111.110001,106.18,107.669998
5/1/1972,61.4,NaN,NaN,NaN,NaN,107.669998,111.480003,103.830002,109.529999
6/1/1972,58.6,NaN,NaN,NaN,NaN,109.529999,110.510002,105.940002,107.139999
7/1/1972,60.1,NaN,NaN,NaN,NaN,107.139999,110.269997,104.43,107.389999
8/1/1972,61.7,NaN,NaN,NaN,NaN,107.389999,113.449997,107.059998,111.089996
9/1/1972,65.1,NaN,NaN,NaN,NaN,111.089996,112.120003,107.349998,110.550003
10/1/1972,67,NaN,NaN,NaN,NaN,110.550003,112.260002,106.269997,111.580002
11/1/1972,69.9,NaN,NaN,NaN,NaN,111.580002,117.910004,111.32,116.669998
12/1/1972,70.5,NaN,NaN,NaN,NaN,116.669998,119.790001,114.629997,118.050003
1/1/1973,72.1,NaN,NaN,NaN,NaN,118.059998,121.739998,114.970001,116.029999
2/1/1973,69.6,NaN,NaN,NaN,NaN,116.029999,118.980003,109.800003,111.68
3/1/1973,69.6,NaN,NaN,NaN,NaN,111.68,115.610001,107.410004,111.519997
4/1/1973,67.7,NaN,NaN,NaN,NaN,111.519997,113.650002,105.440002,106.970001
5/1/1973,64.8,NaN,NaN,NaN,NaN,106.970001,112.25,101.360001,104.949997
6/1/1973,65,NaN,NaN,NaN,NaN,104.949997,109.519997,101.449997,104.260002
7/1/1973,57.8,NaN,NaN,NaN,NaN,104.099998,111.040001,100.440002,108.220001
8/1/1973,62.7,NaN,NaN,NaN,NaN,108.169998,108.169998,99.739998,104.25
9/1/1973,63.5,NaN,NaN,NaN,NaN,104.25,110.449997,102.129997,108.43
10/1/1973,66.2,NaN,NaN,NaN,NaN,108.43,112.82,107.080002,108.290001
11/1/1973,68.1,NaN,NaN,NaN,NaN,108.290001,109.199997,94.879997,95.959999
12/1/1973,63.6,NaN,NaN,NaN,NaN,95.830002,99.089996,91.050003,97.550003
1/1/1974,62.1,NaN,NaN,NaN,NaN,97.550003,100.940002,91.620003,96.57
2/1/1974,58.6,NaN,NaN,NaN,NaN,96.57,97.43,89.529999,96.220001
3/1/1974,61.8,NaN,NaN,NaN,NaN,96.220001,101.050003,93.440002,93.980003
4/1/1974,59.9,NaN,NaN,NaN,NaN,93.980003,95.419998,88.620003,90.309998
5/1/1974,55.7,NaN,NaN,NaN,NaN,90.309998,93.589996,85.870003,87.279999
6/1/1974,54.7,NaN,NaN,NaN,NaN,87.279999,93.760002,85.129997,86
7/1/1974,54.8,NaN,NaN,NaN,NaN,86,86.889999,78.959999,79.309998
8/1/1974,52.9,NaN,NaN,NaN,NaN,79.309998,83.529999,69.370003,72.150002
9/1/1974,46.2,NaN,NaN,NaN,NaN,72.150002,73.010002,62.52,63.540001
10/1/1974,42.7,NaN,NaN,NaN,NaN,63.540001,75.900002,60.959999,73.900002
11/1/1974,37.9,NaN,NaN,NaN,NaN,73.900002,77.410004,66.849998,69.970001
12/1/1974,30.9,NaN,NaN,NaN,NaN,69.800003,69.800003,64.129997,68.559998
1/1/1975,30.7,NaN,NaN,NaN,NaN,68.650002,78.690002,68.650002,76.980003
2/1/1975,34.4,NaN,NaN,NaN,NaN,76.980003,83.559998,76,81.589996
3/1/1975,31.6,NaN,NaN,NaN,NaN,81.589996,87.080002,80.080002,83.360001
4/1/1975,37.5,NaN,NaN,NaN,NaN,83.360001,88.790001,79.660004,87.300003
5/1/1975,41.2,NaN,NaN,NaN,NaN,87.300003,93.510002,86.940002,91.150002
6/1/1975,45.1,NaN,NaN,NaN,NaN,91.32,95.849998,89.300003,95.190002
7/1/1975,47.2,NaN,NaN,NaN,NaN,95.190002,96.580002,87.68,88.75
8/1/1975,51.4,NaN,NaN,NaN,NaN,88.75,89.040001,82.209999,86.879997
9/1/1975,54.4,NaN,NaN,NaN,NaN,86.879997,87.419998,81.57,83.870003
10/1/1975,55.5,NaN,NaN,NaN,NaN,83.870003,91.75,82.57,89.040001
11/1/1975,54.5,NaN,NaN,NaN,NaN,89.040001,92.330002,87.629997,91.239998
12/1/1975,54.9,NaN,NaN,NaN,NaN,91.239998,91.900002,86.150002,90.190002
1/1/1976,58.8,NaN,NaN,NaN,NaN,90.190002,101.989998,89.809998,100.860001
2/1/1976,61.5,NaN,NaN,NaN,NaN,100.860001,103.07,98.5,99.709999
3/1/1976,58.4,NaN,NaN,NaN,NaN,99.709999,104.389999,98.230003,102.769997
4/1/1976,60.6,NaN,NaN,NaN,NaN,102.769997,104.629997,99.57,101.639999
5/1/1976,58.8,NaN,NaN,NaN,NaN,101.639999,103.989998,98.260002,100.18
6/1/1976,58.2,NaN,NaN,NaN,NaN,100.18,105.07,97.970001,104.279999
7/1/1976,55.9,NaN,NaN,NaN,NaN,104.279999,106.779999,102.309998,103.440002
8/1/1976,54.5,NaN,NaN,NaN,NaN,103.440002,105.410004,100.43,102.910004
9/1/1976,53.6,NaN,NaN,NaN,NaN,102.910004,108.720001,102.599998,105.239998
10/1/1976,53.5,NaN,NaN,NaN,NaN,105.239998,105.75,99.209999,102.900002
11/1/1976,51.7,NaN,NaN,NaN,NaN,102.900002,103.779999,98.18,102.099998
12/1/1976,56.6,NaN,NaN,NaN,NaN,102.099998,107.82,101.620003,107.459999
1/1/1977,54.8,NaN,NaN,NaN,NaN,107.459999,107.970001,100.910004,102.029999
2/1/1977,55,NaN,NaN,NaN,NaN,102.029999,103.32,98.82,99.82
3/1/1977,58.4,NaN,NaN,NaN,NaN,99.82,102.699997,97.800003,98.419998
4/1/1977,56.9,NaN,NaN,NaN,NaN,98.419998,102.07,96.529999,98.440002
5/1/1977,59.7,NaN,NaN,NaN,NaN,98.440002,100.93,95.519997,96.120003
6/1/1977,56.8,NaN,NaN,NaN,NaN,96.120003,101.650002,95.889999,100.480003
7/1/1977,57.7,NaN,NaN,NaN,NaN,100.480003,102.57,97.709999,98.849998
8/1/1977,54.9,NaN,NaN,NaN,NaN,98.849998,99.839996,95.040001,96.769997
9/1/1977,53.9,NaN,NaN,NaN,NaN,96.769997,98.43,94.440002,96.529999
10/1/1977,55.4,NaN,NaN,NaN,NaN,96.529999,97.269997,90.199997,92.339996
11/1/1977,56.1,NaN,NaN,NaN,NaN,92.190002,97.110001,90.010002,94.830002
12/1/1977,59.8,NaN,NaN,NaN,NaN,94.830002,95.669998,91.760002,95.099998
1/1/1978,57.4,NaN,NaN,NaN,NaN,95.099998,95.150002,88.019997,89.25
2/1/1978,55.9,NaN,NaN,NaN,NaN,89.25,91.32,86.580002,87.040001
3/1/1978,55,NaN,NaN,NaN,NaN,87.040001,91.349998,86.449997,89.209999
4/1/1978,57.7,NaN,NaN,NaN,NaN,89.199997,97.910004,88.07,96.830002
5/1/1978,60.2,NaN,NaN,NaN,NaN,96.830002,100.32,94.57,97.239998
6/1/1978,60.5,NaN,NaN,NaN,NaN,97.239998,101.839996,93.989998,95.529999
7/1/1978,62.2,NaN,NaN,NaN,NaN,95.529999,101.18,93.589996,100.68
8/1/1978,60.3,NaN,NaN,NaN,NaN,100.68,106.269997,99.949997,103.290001
9/1/1978,60.5,NaN,NaN,NaN,NaN,103.290001,108.050003,100.660004,102.540001
10/1/1978,60.1,NaN,NaN,NaN,NaN,102.540001,106.230003,91.650002,93.150002
11/1/1978,61.3,NaN,NaN,NaN,NaN,94.129997,97.410004,91.769997,94.699997
12/1/1978,59.4,NaN,NaN,NaN,NaN,95.010002,98.580002,92.639999,96.110001
1/1/1979,58.5,NaN,NaN,NaN,NaN,96.110001,102.589996,95.220001,99.93
2/1/1979,58.2,NaN,NaN,NaN,NaN,99.93,100.519997,95.379997,96.279999
3/1/1979,57.7,NaN,NaN,NaN,NaN,96.279999,103.309998,95.980003,101.589996
4/1/1979,56.2,NaN,NaN,NaN,NaN,101.559998,103.949997,100.139999,101.760002
5/1/1979,54.4,NaN,NaN,NaN,NaN,101.760002,102.57,97.489998,99.080002
6/1/1979,52.7,NaN,NaN,NaN,NaN,99.080002,103.669998,98.57,102.910004
7/1/1979,51.3,NaN,NaN,NaN,NaN,102.910004,105.169998,100.349998,103.809998
8/1/1979,49.5,NaN,NaN,NaN,NaN,103.809998,109.839996,103.139999,109.32
9/1/1979,49.6,NaN,NaN,NaN,NaN,109.32,111.580002,105.379997,109.32
10/1/1979,49,NaN,NaN,NaN,NaN,109.190002,112.160004,99.059998,101.82
11/1/1979,48,NaN,NaN,NaN,NaN,101.82,107.889999,99.419998,106.160004
12/1/1979,44.8,NaN,NaN,NaN,NaN,106.160004,110.330002,105.07,107.940002
1/1/1980,46.2,NaN,NaN,NaN,NaN,106.5,115.85,103.26,115.12
2/1/1980,50.2,NaN,NaN,NaN,NaN,114.59,120.22,111.33,113.66
3/1/1980,43.6,NaN,NaN,NaN,NaN,112.95,114.34,94.23,102.09
4/1/1980,37.4,NaN,NaN,NaN,NaN,102.1,106.79,98.95,106.29
5/1/1980,29.4,NaN,NaN,NaN,NaN,105.68,113.69,103.5,111.24
6/1/1980,30.3,NaN,NaN,NaN,NaN,110.99,118.02,110.06,114.24
7/1/1980,35,NaN,NaN,NaN,NaN,114.64,123.93,113.54,121.67
8/1/1980,45.5,NaN,NaN,NaN,NaN,121.22,127.78,119.42,122.38
9/1/1980,50.1,NaN,NaN,NaN,NaN,123.29,132.17,121.79,125.48
10/1/1980,55.5,NaN,NaN,NaN,NaN,126.55,135.88,124.66,127.47
11/1/1980,58.2,NaN,NaN,NaN,NaN,128.7,141.96,127.23,140.52
12/1/1980,53,NaN,NaN,NaN,NaN,138.2,140.66,125.32,135.76
1/1/1981,49.2,NaN,NaN,NaN,NaN,136.01,140.32,128.57,129.55
2/1/1981,48.8,NaN,NaN,NaN,NaN,127.4,132.02,124.66,131.27
3/1/1981,49.6,NaN,NaN,NaN,NaN,131.7,138.38,128.56,136
4/1/1981,51.6,NaN,NaN,NaN,NaN,136.39,137.72,131.58,132.87
5/1/1981,53.5,NaN,NaN,NaN,NaN,132.77,134.92,128.78,132.59
6/1/1981,50.7,NaN,NaN,NaN,NaN,132.84,135.67,128.77,131.21
7/1/1981,46.7,NaN,NaN,NaN,NaN,130.16,131.78,125.96,130.92
8/1/1981,48.3,NaN,NaN,NaN,NaN,130.53,135.49,122.29,122.79
9/1/1981,42.5,NaN,NaN,NaN,NaN,122.84,124.58,110.19,116.18
10/1/1981,40,NaN,NaN,NaN,NaN,116.58,123.28,115,121.89
11/1/1981,36.1,NaN,NaN,NaN,NaN,123.89,126.97,119.13,126.35
