date,PMI,VIX_Open,VIX_High,VIX_Low,VIX_Close,SPX_Open,SPX_High,SPX_Low,SPX_Close
10/1/1959,49.7,NaN,NaN,NaN,NaN,56.939999,57.52,56,57.52
11/1/1959,50.6,NaN,NaN,NaN,NaN,57.41,58.279999,56.220001,58.279999
12/1/1959,58.2,NaN,NaN,NaN,NaN,58.700001,59.889999,58.599998,59.889999
1/1/1960,61.5,NaN,NaN,NaN,NaN,59.91,60.389999,55.610001,55.610001
2/1/1960,52.3,NaN,NaN,NaN,NaN,55.959999,56.82,54.73,56.119999
3/1/1960,47.8,NaN,NaN,NaN,NaN,56.009998,56.009998,53.470001,55.34
4/1/1960,45.3,NaN,NaN,NaN,NaN,55.43,56.59,54.369999,54.369999
5/1/1960,42.6,NaN,NaN,NaN,NaN,54.130001,55.830002,54.130001,55.830002
6/1/1960,44.4,NaN,NaN,NaN,NaN,55.889999,58,55.889999,56.919998
7/1/1960,43.7,NaN,NaN,NaN,NaN,57.060001,57.380001,54.169998,55.509998
8/1/1960,47.6,NaN,NaN,NaN,NaN,55.529999,58.07,54.720001,56.959999
9/1/1960,45.4,NaN,NaN,NaN,NaN,57.09,57.09,52.48,53.52
10/1/1960,46,NaN,NaN,NaN,NaN,53.360001,54.860001,52.200001,53.389999
11/1/1960,44.3,NaN,NaN,NaN,NaN,53.939999,56.43,53.939999,55.540001
12/1/1960,44.3,NaN,NaN,NaN,NaN,55.299999,58.110001,55.299999,58.110001
1/1/1961,43.9,NaN,NaN,NaN,NaN,57.57,61.970001,57.57,61.779999
2/1/1961,43.6,NaN,NaN,NaN,NaN,61.900002,63.439999,61.139999,63.439999
3/1/1961,49.1,NaN,NaN,NaN,NaN,63.43,65.059998,63.380001,65.059998
4/1/1961,57.6,NaN,NaN,NaN,NaN,65.599998,68.68,64.400002,65.309998
5/1/1961,58.9,NaN,NaN,NaN,NaN,65.169998,67.389999,65.169998,66.559998
6/1/1961,58.1,NaN,NaN,NaN,NaN,66.559998,67.080002,64.470001,64.639999
7/1/1961,58.2,NaN,NaN,NaN,NaN,65.209999,66.760002,64.410004,66.760002
8/1/1961,60.7,NaN,NaN,NaN,NaN,67.370003,68.440002,66.940002,68.07
9/1/1961,63,NaN,NaN,NaN,NaN,68.190002,68.459999,65.769997,66.730003
10/1/1961,62.2,NaN,NaN,NaN,NaN,66.769997,68.620003,66.730003,68.620003
11/1/1961,59,NaN,NaN,NaN,NaN,68.730003,71.849998,68.730003,71.32
12/1/1961,64.2,NaN,NaN,NaN,NaN,71.779999,72.639999,70.860001,71.550003
1/1/1962,60.9,NaN,NaN,NaN,NaN,71.550003,71.959999,67.550003,68.839996
2/1/1962,61.1,NaN,NaN,NaN,NaN,68.839996,71.129997,68.559998,69.959999
3/1/1962,60.6,NaN,NaN,NaN,NaN,69.959999,71.440002,69.160004,69.550003
4/1/1962,55.1,NaN,NaN,NaN,NaN,69.550003,69.82,64.949997,65.239998
5/1/1962,52.2,NaN,NaN,NaN,NaN,65.239998,66.93,53.130001,59.630001
6/1/1962,50.8,NaN,NaN,NaN,NaN,59.630001,59.959999,51.349998,54.75
7/1/1962,51,NaN,NaN,NaN,NaN,54.75,58.669998,54.470001,58.23
8/1/1962,49.5,NaN,NaN,NaN,NaN,58.23,60.330002,56.759998,59.119999
