time,open,high,low,close,"UL, NYSE: Open","UL, NYSE: High","UL, NYSE: Low","UL, NYSE: Close","XOM, NYSE: Open","XOM, NYSE: High","XOM, NYSE: Low","XOM, NYSE: Close","HD, NYSE: Open","HD, NYSE: High","HD, NYSE: Low","HD, NYSE: Close","PG, NYSE: Open","PG, NYSE: High","PG, NYSE: Low","PG, NYSE: Close","UNH, NYSE: Open","UNH, NYSE: High","UNH, NYSE: Low","UNH, NYSE: Close","WMT, NYSE: Open","WMT, NYSE: High","WMT, NYSE: Low","WMT, NYSE: Close"
1971-08-02T13:30:00Z,1.937481,2.039042,1.783836,1.901023,0.861118,0.906257,0.861118,0.899313,2.398438,2.398438,2.1875,2.214844,NaN,NaN,NaN,NaN,2.078179,2.241021,2.027775,2.233267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1971-09-01T13:30:00Z,1.88019,1.911439,1.843732,1.882794,0.892368,0.916674,0.875007,0.875007,2.210938,2.3125,2.125,2.25,NaN,NaN,NaN,NaN,2.217758,2.275916,2.202249,2.202249,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1971-10-01T13:30:00Z,1.867169,1.885398,1.770816,1.874981,0.868063,0.868063,0.840285,0.847229,2.285156,2.289063,2.183594,2.1875,NaN,NaN,NaN,NaN,2.241021,2.248776,2.155723,2.202249,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1971-11-01T14:30:00Z,1.84894,1.963522,1.846336,1.963522,0.840285,0.868063,0.83334,0.868063,2.167969,2.246094,2.121094,2.152344,NaN,NaN,NaN,NaN,2.18674,2.3806,2.178986,2.221635,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1971-12-01T14:30:00Z,2.005188,2.059875,1.994772,2.052063,0.868063,0.906257,0.868063,0.895841,2.164063,2.324219,2.164063,2.304688,NaN,NaN,NaN,NaN,2.221635,2.512425,2.221635,2.434881,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1972-01-03T14:30:00Z,2.036438,2.054667,1.976543,2.054667,0.895841,1.00348,0.895841,0.993064,2.28125,2.414063,2.28125,2.351563,NaN,NaN,NaN,NaN,2.419372,2.481408,2.368969,2.481408,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1972-02-01T14:30:00Z,2.041646,2.244769,2.036438,2.145812,1.000008,1.104176,0.986119,1.104176,2.351563,2.421875,2.351563,2.359375,NaN,NaN,NaN,NaN,2.481408,2.764443,2.481408,2.663636,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1972-03-01T14:30:00Z,2.192686,2.385393,2.192686,2.30206,1.118065,1.121537,1.104176,1.104176,2.355469,2.394531,2.160156,2.195313,NaN,NaN,NaN,NaN,2.679145,2.748934,2.589969,2.748934,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1972-04-03T14:30:00Z,2.30206,2.463517,2.30206,2.427059,1.097231,1.121537,1.090287,1.11112,2.207031,2.222656,2.171875,2.179688,NaN,NaN,NaN,NaN,2.745057,2.845864,2.714039,2.83811,NaN,NaN,NaN,NaN,0.052734,0.052734,0.045898,0.045898
1972-05-01T13:30:00Z,2.406226,2.640599,2.369768,2.489558,1.104176,1.152787,1.097231,1.128481,2.175781,2.386719,2.175781,2.347656,NaN,NaN,NaN,NaN,2.830355,3.086251,2.830355,3.055233,NaN,NaN,NaN,NaN,0.047607,0.062256,0.047363,0.061279
1972-06-01T13:30:00Z,2.5156,2.609349,2.5156,2.557266,1.121537,1.121537,1.069453,1.086814,2.34375,2.347656,2.214844,2.316406,NaN,NaN,NaN,NaN,3.039724,3.101759,2.892391,2.892391,NaN,NaN,NaN,NaN,0.061279,0.061279,0.055908,0.05957
1972-07-03T13:30:00Z,2.562474,2.614557,2.523412,2.536433,1.076398,1.076398,1.006953,1.006953,2.316406,2.425781,2.296875,2.371094,NaN,NaN,NaN,NaN,2.923408,3.047479,2.915654,2.993198,NaN,NaN,NaN,NaN,0.05957,0.05957,0.05542,0.056885
1972-08-01T13:30:00Z,2.562474,2.729139,2.541641,2.572891,1.000008,1.055564,1.000008,1.055564,2.355469,2.535156,2.34375,2.535156,NaN,NaN,NaN,NaN,2.977689,3.148286,2.966057,3.004829,NaN,NaN,NaN,NaN,0.056885,0.064453,0.056152,0.0625
1972-09-01T13:30:00Z,2.583308,2.62237,2.520808,2.593724,1.04862,1.04862,1.038203,1.04862,2.539063,2.539063,2.441406,2.535156,NaN,NaN,NaN,NaN,3.055233,3.074619,2.969935,3.039724,NaN,NaN,NaN,NaN,0.062988,0.063232,0.054688,0.056885
1972-10-02T13:30:00Z,2.549454,2.695286,2.549454,2.695286,1.059036,1.059036,1.013897,1.013897,2.554688,2.648438,2.554688,2.609375,NaN,NaN,NaN,NaN,3.074619,3.256847,3.000952,3.256847,NaN,NaN,NaN,NaN,0.05957,0.062988,0.056885,0.062988
1972-11-01T14:30:00Z,2.752577,2.752577,2.552058,2.578099,1.006953,1.013897,0.982647,1.013897,2.65625,2.785156,2.640625,2.726563,NaN,NaN,NaN,NaN,3.365409,3.458462,3.318883,3.353777,NaN,NaN,NaN,NaN,0.065918,0.068359,0.062988,0.062988
1972-12-01T14:30:00Z,2.62237,2.729139,2.578099,2.718723,0.986119,0.993064,0.979175,0.979175,2.753906,2.765625,2.640625,2.734375,NaN,NaN,NaN,NaN,3.373163,3.470093,3.318883,3.458462,NaN,NaN,NaN,NaN,0.063965,0.068115,0.063965,0.067383
1973-01-01T14:30:00Z,2.718723,2.755181,2.614557,2.63539,0.979175,1.013897,0.979175,0.986119,2.734375,2.972656,2.734375,2.960938,NaN,NaN,NaN,NaN,3.458462,3.722111,3.272356,3.373163,NaN,NaN,NaN,NaN,0.067627,0.068115,0.057861,0.057861
1973-02-01T14:30:00Z,2.63539,2.66664,2.421851,2.520808,0.986119,1.041675,0.975702,1.041675,2.96875,2.980469,2.734375,2.792969,NaN,NaN,NaN,NaN,3.380918,3.539883,3.22583,3.315005,NaN,NaN,NaN,NaN,0.05835,0.063965,0.058105,0.060547
1973-03-01T14:30:00Z,2.518204,2.66664,2.40883,2.528621,1.034731,1.034731,0.989591,0.993064,2.796875,2.972656,2.726563,2.949219,NaN,NaN,NaN,NaN,3.315005,3.512742,3.132777,3.132777,NaN,NaN,NaN,NaN,0.060059,0.060059,0.041992,0.044434
1973-04-02T14:30:00Z,2.512996,2.640599,2.427059,2.468725,1.017369,1.027786,1.000008,1.000008,2.949219,3.226563,2.914063,3.007813,NaN,NaN,NaN,NaN,3.101759,3.295619,2.884636,3.090128,NaN,NaN,NaN,NaN,0.044434,0.04541,0.04126,0.043701
1973-05-01T13:30:00Z,2.468725,2.510392,2.304664,2.414038,0.989591,1.013897,0.982647,1.00348,3.007813,3.136719,2.851563,2.933594,NaN,NaN,NaN,NaN,3.090128,3.202567,3.012584,3.024215,NaN,NaN,NaN,NaN,0.043457,0.044189,0.040283,0.042969
1973-06-01T13:30:00Z,2.40883,2.526016,2.322893,2.372372,1.013897,1.041675,1.013897,1.034731,2.929688,3.125,2.90625,3.078125,NaN,NaN,NaN,NaN,3.024215,3.388672,3.000952,3.22583,NaN,NaN,NaN,NaN,0.04248,0.04248,0.028809,0.029541
1973-07-02T13:30:00Z,2.372372,2.499975,2.249978,2.460913,1.024314,1.024314,0.993064,0.993064,3.078125,3.085938,2.804688,2.992188,NaN,NaN,NaN,NaN,3.206444,3.567023,3.043601,3.508865,NaN,NaN,NaN,NaN,0.029541,0.051514,0.028809,0.046875
1973-08-01T13:30:00Z,2.455705,2.486954,2.317685,2.479142,0.986119,0.986119,0.958341,0.968758,2.992188,3,2.703125,2.777344,NaN,NaN,NaN,NaN,3.489479,3.563146,2.969935,3.055233,NaN,NaN,NaN,NaN,0.046875,0.046875,0.038086,0.04126
